Data;Załadunek;Importer;Towar;Waga;Cena;Transport;Plac;Wartość;Faktura;Firma;Kierunek;Kod odpadu;Reklamacja;LS;Skąd;;
2025-02-24;;TM Recycling;folia 90/10;1,094;895;0;895;979,13;01.03.2025;Ewrant;Hohenwestedt;150102;;181371;EWRANT;;
2025-02-24;;TM Recycling;folia 80/20;1,642;517;0;517;848,91;01.03.2025;Ewrant;Hohenwestedt;150102;;181371;EWRANT;;
2025-02-24;;TM Recycling;folia 50/50;0,548;307;0;307;168,24;01.03.2025;Ewrant;Hohenwestedt;150102;;181371;EWRANT;;
2025-02-24;;TM Recycling;skrzynki PP;4,319;160;0;160;691,04;01.03.2025;Ewrant;Hohenwestedt;150102;;181371;EWRANT;;
2025-02-24;;TM Recycling;pet tacki;0,096;4,2;0;4,2;0,4;01.03.2025;Ewrant;Hohenwestedt;150102;;181371;EWRANT;;
2025-02-24;;TM Recycling;HDPE;0,168;706;0;706;118,61;01.03.2025;Ewrant;Hohenwestedt;150102;;181371;EWRANT;;
2025-02-24;;Recon-T;1.11;16,1;788,5;1 250,00;710,86;12 694,85;34/02/2025;Ewrant;Schwedt;150101;;A25-06599;EWRANT;;
2025-02-24;;Recyclog;makulatura 1.04;22,46;483;1 250,00;427,35;10 848,18;02.03.2025;Ewrant;Schwedt;150101;;600234528;EWRANT;;
2025-02-25;;Recyclog;bibuła;12,3;588;0;588;7 232,40;02.03.2025;Ewrant;Lehnice;150101;;260220252;EWRANT;;
2025-02-25;;Recyclog;bibuła;6,32;546;0;546;3 450,72;02.03.2025;Ewrant;Lehnice;150101;;260220252;EWRANT;;
2025-02-25;;Recyclog;bibuła;3;210;0;210;630;02.03.2025;Ewrant;Lehnice;150101;;260220252;EWRANT;;
2025-02-25;;Recyclog;makulatura 1.04;19,625;483;1 250,00;419,31;9 478,88;02.03.2025;Ewrant;Schwedt;150101;24,08;600234532;EWRANT;;
2025-02-26;;DEA Recykling;makulatura 1.02;22,541;290;0;290;6 536,89;03.03.2025;Ewrant;Eisenhüttenstadt;150101;;EKO365301101159;EWRANT;;
2025-02-26;;Recyclog;1.11;14,62;871,5;1 250,00;786;12 741,33;02.03.2025;Ewrant;Schwedt;150101;;600235049;EWRANT;;
2025-02-26;;Recyclog;makulatura 1.04;23,466;483;1 250,00;429,73;11 334,08;02.03.2025;Ewrant;Schwedt;150101;23,92;600234549;EWRANT;;
2025-02-26;;Recyclog;makulatura 1.04;21,08;483;1 250,00;423,7;10 181,64;02.03.2025;Ewrant;Schwedt;150101;;600234550;EWRANT;;
2025-02-26;;Recyclog;02.06;25,3;798;1 250,00;748,59;20 189,40;01.03.2025;Antra;Schwedt;150101;;600234967;EWRANT;;
2025-02-27;;Recyclog;makulatura 1.04;24,86;483;1 250,00;432,72;12 007,38;02.03.2025;Ewrant;Schwedt;150101;;600234534;EWRANT;;
2025-02-27;;Recyclog;makulatura 1.04;24,165;483;1 250,00;431,27;11 671,70;02.03.2025;Ewrant;Schwedt;150101;25,12;600234535;EWRANT;;
2025-02-27;;DEA Recykling;makulatura 1.02;22,729;290;0;290;6 591,41;03.03.2025;Ewrant;Eisenhüttenstadt;150101;;RLE1102158;EWRANT;;
2025-02-28;;Recyclog;makulatura 1.04;22,567;483;1 250,00;427,61;10 899,86;01.03.2025;Antra;Schwedt;150101;25,88;600234542;EWRANT;;
2025-02-28;;Recyclog;makulatura 1.04;23,144;483;1 250,00;428,99;11 178,55;02.03.2025;Ewrant;Schwedt;150101;27,1;600234552;EWRANT;;
2025-02-28;;Recyclog;makulatura 1.04;19,86;483;1 250,00;420,06;9 592,38;02.03.2025;Ewrant;Schwedt;150101;;600234551;EWRANT;;
2025-03-03;;Recyclog;01.04;24,196;560;1 250,00;508,34;13 549,76;06.03.2025;Ewrant;Schwedt;150101;24,54;600235439;EWRANT;;
2025-03-03;;TM Recycling;folia 98/02;3,32;1 328,00;0;1 328,00;4 408,96;24.3.2025;Ewrant;Hohenwestedt;150102;;182102;EWRANT;;
2025-03-03;;TM Recycling;folia 80/20;0,33;519;0;519;171,27;24.3.2025;Ewrant;Hohenwestedt;150102;;182102;EWRANT;;
2025-03-03;;TM Recycling;folia 50/50;0,33;1 204,00;0;1 204,00;397,32;24.3.2025;Ewrant;Hohenwestedt;150102;;182102;EWRANT;;
2025-03-03;;TM Recycling;folia HDPE;0,19;1 378,00;0;1 378,00;261,82;24.3.2025;Ewrant;Hohenwestedt;150102;;182102;EWRANT;;
2025-03-03;;TM Recycling;paski PET;0,34;863;0;863;293,42;24.3.2025;Ewrant;Hohenwestedt;150102;;182102;EWRANT;;
2025-03-03;;TM Recycling;paski PP;5,03;515;0;515;2 590,45;24.3.2025;Ewrant;Hohenwestedt;150102;;182102;EWRANT;;
2025-03-04;;Recyclog;01.04;0;;;;0;;;Schwedt;;0;600235442;;;
2025-03-04;;Recyclog;01.04;27,14;560;1 250,00;513,94;15 198,40;06.03.2025;Ewrant;Schwedt;150101;;600235443;EWRANT;;
2025-03-05;;Recyclog;01.04;24,102;560;1 250,00;508,14;13 497,12;06.03.2025;Ewrant;Schwedt;150101;26;600235446;EWRANT;;
2025-03-05;;Recyclog;01.04;23,356;560;1 250,00;506,48;13 079,36;06.03.2025;Ewrant;Schwedt;150101;24,82;600235447;EWRANT;;
2025-03-06;;Recyclog;01.04;24,872;560;1 250,00;509,74;13 928,32;06.03.2025;Ewrant;Schwedt;150101;25,38;600235451;EWRANT;;
2025-03-06;;Recyclog;01.04;24,226;560;1 250,00;508,4;13 566,56;06.03.2025;Ewrant;Schwedt;150101;24,52;600235452;EWRANT;;
2025-03-06;;Recyclog;01.04;24,086;560;1 250,00;508,1;13 488,16;06.03.2025;Ewrant;Schwedt;150101;24,96;600235438;EWRANT;;
2025-03-06;;Recyclog;1.11;11,82;872;1 250,00;766,25;10 307,04;02.03.2025;Antra;Schwedt;150101;;600236517;EWRANT;;
2025-03-07;;Recyclog;01.04;19,176;560;1 250,00;494,81;10 738,56;02.03.2025;Antra;Schwedt;150101;20,08;600235454;EWRANT;;
2025-03-07;;Recyclog;01.04;19,053;560;1 250,00;494,39;10 669,68;02.03.2025;Antra;Schwedt;150101;21,1;600235455;EWRANT;;
2025-03-10;;TM Recycling;folia 98/02;4,253;1 365,00;0;1 365,00;5 805,35;25.03.2025;Ewrant;Hohenwestedt;150102;;182645;EWRANT;;
2025-03-10;;TM Recycling;folia 80/20;0,24;1 116,00;0;1 116,00;267,84;25.03.2025;Ewrant;Hohenwestedt;150102;;182645;EWRANT;;
2025-03-10;;TM Recycling;folia 50/50;1,161;577;0;577;669,9;25.03.2025;Ewrant;Hohenwestedt;150102;;182645;EWRANT;;
2025-03-10;;TM Recycling;folia LDPE;1,832;1 361,00;0;1 361,00;2 493,35;25.03.2025;Ewrant;Hohenwestedt;150102;;182645;EWRANT;;
2025-03-10;;TM Recycling;paski PET;0,195;1 104,00;0;1 104,00;215,28;25.03.2025;Ewrant;Hohenwestedt;150102;;182645;EWRANT;;
2025-03-10;;TM Recycling;paski PP;4,319;760;0;760;3 282,44;25.03.2025;Ewrant;Hohenwestedt;150102;;182645;EWRANT;;
2025-03-10;;Recyclog;01.04;24,66;560;1 250,00;509,31;13 809,60;28.03.2025;Ewrant;Schwedt;150101;;600236371;EWRANT;;
2025-03-10;;Recyclog;01.04;19,78;560;1 250,00;496,8;11 076,80;28.03.2025;Ewrant;Schwedt;150101;;600236372;EWRANT;;
2025-03-11;;Recyclog;Bibuła;23,58;581;0;581;13 699,98;28.03.2025;Ewrant;Lechnice;150101;;11032025;EWRANT;;
2025-03-11;;Recyclog;01.04;17,6;560;1 250,00;488,98;9 856,00;28.03.2025;Ewrant;Schwedt;150101;;600236373;EWRANT;;
2025-03-11;;DEA Recykling;01.02;17,483;420;0;420;7 342,86;37/03/2025.;Ewrant;Eisenhüttenstadt;150101;17,84;RLE1109050;EWRANT;;
2025-03-12;;Recyclog;01.04;24,08;560;1 250,00;508,09;13 484,80;28.03.2025;Ewrant;Schwedt;150101;;600235460;EWRANT;;
2025-03-12;;Recyclog;01.04;21,125;560;1 250,00;500,83;11 830,00;28.03.2025;Ewrant;Schwedt;150101;22,26;600236374;EWRANT;;
2025-03-12;;Recyclog;01.04;;;;;0;;;Schwedt;150101;;600236375;;;
2025-03-13;;Recyclog;1.11;12,98;872;1 250,00;775,7;11 318,56;04.03.2025;Antra;Schwedt;150101;;600237629;EWRANT;;
2025-03-13;;Recyclog;01.04;22,58;560;1 250,00;504,64;12 644,80;28.03.2025;Ewrant;Schwedt;150101;;600235465;EWRANT;;
2025-03-13;;Recyclog;01.04;20,699;560;1 250,00;499,61;11 591,44;28.03.2025;Ewrant;Schwedt;150101;22,02;600236378;EWRANT;;
2025-03-14;;Recyclog;01.06;23,04;975;1 250,00;920,75;22 464,00;04.03.2025;Antra;Schwedt;150101;;600235667;EWRANT;;
2025-03-14;;Recyclog;01.04;20,564;560;1 250,00;499,21;11 515,84;04.03.2025;Antra;Schwedt;150101;21,9;600236377;EWRANT;;
2025-03-14;;Recyclog;01.04;19,92;560;1 250,00;497,25;11 155,20;04.03.2025;Antra;Schwedt;150101;;600236380;EWRANT;;
2025-03-17;;DEA Recykling;01.02;23,222;420;0;420;9 753,24;37/03/2025.;Ewrant;Eisenhüttenstadt;150101;23,94;RLE1109057;EWRANT;;
2025-03-17;;Recyclog;01.04;22,187;560;1 250,00;503,66;12 424,72;35/03/2025;Ewrant;Schwedt;150101;23,16;600237057;EWRANT;;
2025-03-18;;Recyclog;3.18;18,58;1 868,00;2 400,00;1 738,83;34 707,44;08.03.2025;Antra;Spremberg;30308;;2025030723;EWRANT;;
2025-03-18;;Recyclog;03.05;24,79;1 370,00;1 250,00;1 319,58;33 962,30;35/03/2025;Ewrant;Glückstadt;30308;;2-176567;EWRANT;;
2025-03-18;;Recyclog;01.04;18,28;519;0;519;9 487,32;35/03/2025;Ewrant;Sandersdorf;150101;;1116070;EWRANT;;
2025-03-18;;Recyclog;01.04;19,3;519;0;519;10 016,70;35/03/2025;Ewrant;Sandersdorf;150101;;1116071;EWRANT;;
2025-03-18;;TM Recycling;folia 98/02;4,547;1 349,00;0;1 349,00;6 133,90;33/03/2025;Ewrant;Hohenwestedt;150102;;EK183392;EWRANT;;
2025-03-18;;TM Recycling;folia 95/5;0,217;1 100,00;0;1 100,00;238,7;33/03/2025;Ewrant;Hohenwestedt;150102;;EK183392;EWRANT;;
2025-03-18;;TM Recycling;folia 90/10;1,515;892;0;892;1 351,38;33/03/2025;Ewrant;Hohenwestedt;150102;;EK183392;EWRANT;;
2025-03-18;;TM Recycling;folia 80/20;0,65;560;0;560;364;33/03/2025;Ewrant;Hohenwestedt;150102;;EK183392;EWRANT;;
2025-03-18;;TM Recycling;folia LDPE;1,515;1 291,00;0;1 291,00;1 955,87;33/03/2025;Ewrant;Hohenwestedt;150102;;EK183392;EWRANT;;
2025-03-18;;TM Recycling;big bag;0,48;1 548,00;0;1 548,00;743,04;33/03/2025;Ewrant;Hohenwestedt;150102;;EK183392;EWRANT;;
2025-03-18;;TM Recycling;paski PP;2,276;589;0;589;1 340,56;33/03/2025;Ewrant;Hohenwestedt;150102;;EK183392;EWRANT;;
2025-03-19;;Recyclog;01.04;25,44;560;1 250,00;510,86;14 246,40;35/03/2025;Ewrant;Schwedt;150101;;600237061;EWRANT;;
2025-03-19;;Recyclog;01.04;20,16;560;1 250,00;498;11 289,60;35/03/2025;Ewrant;Schwedt;150101;;600237062;EWRANT;;
2025-03-19;;DEA Recykling;01.02;;;;;0;;Ewrant;Eisenhüttenstadt;150101;;RLE1109064;;;
2025-03-20;;Recyclog;2.06 Belka;25,06;447;1 250,00;397,12;11 201,82;08.03.2025;Antra;Schwedt;150101;;600237128;EWRANT;;
2025-03-20;;Eko-Recykling;01.04;18,16;465;0;465;8 444,40;36/03/2025;Ewrant;Schwedt;150101;;600237784;EWRANT;;
2025-03-20;;Recyclog;01.04;;;;;0;;;Schwedt;;;600237063;;;
2025-03-24;;Recyclog;01.04;24,46;560;1 250,00;508,9;13 697,60;49/03/2025;Ewrant;Schwedt;150101;;600238228;EWRANT;;
2025-03-24;;Recyclog;01.04;24,44;560;1 250,00;508,85;13 686,40;49/03/2025;Ewrant;Schwedt;150101;;600238229;EWRANT;;
2025-03-25;;Recyclog;01.04;22,3;519;0;519;11 573,70;10.03.2025;Antra;Sandersdorf;150101;22,64;158451;EWRANT;;
2025-03-25;;Recyclog;01.04;18,575;560;1 250,00;492,71;10 402,00;49/03/2025;Ewrant;Schwedt;150101;20,48;600238230;EWRANT;;
2025-03-25;;DEA Recykling;01.04;23,74;420;0;420;9 970,80;37/03/2025.;Ewrant;Eisenhüttenstadt;150101;23,74;EKO369001110901;EWRANT;;
2025-03-26;;Recyclog;01.04;20,6;519;0;519;10 691,40;10.03.2025;Antra;Sandersdorf;150101;;1116073;EWRANT;;
2025-03-26;;Recyclog;01.04;19,54;560;1 250,00;496,03;10 942,40;10.03.2025;Antra;Schwedt;150101;;600238232;EWRANT;;
2025-03-26;;EkoRecykling;01.04;18,547;465;0;465;8 624,36;55/03/2025;Ewrant;Schwedt;150101;19,18;600238991;EWRANT;;
2025-03-26;;DEA Recykling;01.02;23,443;420;0;420;9 846,06;05.04.2025;Ewrant;Eisenhüttenstadt;150101;23,443;EKO369001110930;EWRANT;;
2025-03-27;;Recyclog;01.04;18,4;560;1 250,00;492,07;10 304,00;49/03/2025;Ewrant;Schwedt;150101;;600237065;EWRANT;;
2025-03-27;;Recyclog;01.04;17,241;560;1 250,00;487,5;9 654,96;49/03/2025;Ewrant;Schwedt;150101;18,42;600237059;EWRANT;;
2025-03-27;;Recyclog;01.04;17,68;560;1 250,00;489,3;9 900,80;49/03/2025;Ewrant;Schwedt;150101;;600238235;EWRANT;;
2025-03-27;;Recyclog;1.11;12,16;872;1 250,00;769,2;10 603,52;10.03.2025;Antra;Schwedt;150101;;600239470;EWRANT;;
2025-03-27;;Melosch;02.06;18,78;743;0;743;13 953,54;12.03.2025;Antra;Lilla Edet;191201;;BV25017641;EWRANT;;
2025-03-28;;Recyclog;01.04;18,47;560;1 250,00;492,32;10 343,20;10.03.2025;Antra;Schwedt;150101;19,28;600238237;EWRANT;;
2025-03-28;;Recyclog;03.05;18,82;1 432,00;1 250,00;1 365,58;26 950,24;10.03.2025;Antra;Schwedt;30308;;600238195;EWRANT;;
2025-03-31;;TM Recycling;folia 98/02;4,461;351;0;351;1 565,81;15.01.2025;Ewrant;Hohenwestedt;150102;;184619;EWRANT;;
2025-03-31;;TM Recycling;folia 95/5;2,275;96;0;96;218,4;15.01.2025;Ewrant;Hohenwestedt;150102;;184619;EWRANT;;
2025-03-31;;TM Recycling;paski PET;0,649;81;0;81;52,57;15.01.2025;Ewrant;Hohenwestedt;150102;;184619;EWRANT;;
2025-03-31;;TM Recycling;folia LDPE;3,465;1;0;1;3,47;15.01.2025;Ewrant;Hohenwestedt;150102;;184619;EWRANT;;
2025-03-31;;TM Recycling;big bag;0,193;111;0;111;21,42;15.01.2025;Ewrant;Hohenwestedt;150102;;184619;EWRANT;;
2025-03-31;;TM Recycling;folia LDPE;1,157;283;0;283;327,43;15.01.2025;Ewrant;Hohenwestedt;150102;;184619;EWRANT;;
2025-03-31;;TM Recycling;folia kolor;4,932;1;0;1;4,93;15.01.2025;Ewrant;Hohenwestedt;150102;;184619;EWRANT;;
2025-03-31;;TM Recycling;folia kolor;0,228;1;0;1;0,23;15.01.2025;Ewrant;Hohenwestedt;150102;;184619;EWRANT;;
2025-03-31;;Recyclog;01.04;18,48;560;1 250,00;492,36;10 348,80;58/03/2025;Ewrant;Schwedt;150101;;600238234;EWRANT;;
2025-04-01;;DS Smith;01.04;20,26;698;1 250,00;636,3;14 141,48;SBPI-0026256;Ewrant;Schwedt;150101;;DE1704390;EWRANT;;
2025-04-01;;Recyclog;01.04;19,18;756;1 250,00;690,83;14 500,08;01.04.2025;Ewrant;Schwedt;150101;;600239435;EWRANT;;
2025-04-01;;Recyclog;01.04;19,22;756;1 250,00;690,96;14 530,32;01.04.2025;Ewrant;Schwedt;150101;;600239452;EWRANT;;
2025-04-02;;DS Smith;01.04;18,34;698;1 250,00;629,84;12 801,32;SBPI-0026256;Ewrant;Schwedt;150101;;DE1704391;EWRANT;;
2025-04-02;;Recyclog;01.04;19,28;756;1 250,00;691,17;14 575,68;01.04.2025;Ewrant;Schwedt;150101;;600239439;EWRANT;;
2025-04-03;;Recyclog;01.04;13,542;756;1 250,00;663,69;10 237,75;01.04.2025;Ewrant;Schwedt;150101;14,24;600239443;EWRANT;;
2025-04-03;;Recyclog;01.04;22,06;756;1 250,00;699,34;16 677,36;01.04.2025;Ewrant;Schwedt;150101;;600239456;EWRANT;;
2025-04-03;;Recyclog;03.05;23,64;1 449,00;1 250,00;1 396,12;34 254,36;01.04.2025;Antra;Schwedt;30308;;600240296;EWRANT;;
2025-04-04;;Recyclog;01.04;18,56;756;1 250,00;688,65;14 031,36;01.04.2025;Ewrant;Schwedt;150101;;600239993;EWRANT;;
2025-04-07;;Recyclog;1.11;11;945;1 250,00;831,36;10 395,00;08.04.2025;Antra;Schwedt;150101;;600240281;EWRANT;;
2025-04-07;;Recyclog;01.04;23,921;798;1 250,00;745,74;19 088,96;18.04.2025;Ewrant;Schwedt;150101;25,34;600239454;EWRANT;;
2025-04-08;;Recyclog;01.04;24,079;798;1 250,00;746,09;19 215,04;18.04.2025;Ewrant;Schwedt;150101;25,32;600240327;EWRANT;;
2025-04-08;;Recyclog;01.04;24,067;798;1 250,00;746,06;19 205,47;18.04.2025;Ewrant;Schwedt;150101;25,28;600241306;EWRANT;;
2025-04-08;;TM Recycling;folia 98/02;5,997;1 512,00;0;1 512,00;9 067,46;17.04.2025;Ewrant;Hohenwestedt;150102;;185576;EWRANT;;
2025-04-08;;TM Recycling;folia 95/5;0,545;1 176,00;0;1 176,00;640,92;17.04.2025;Ewrant;Hohenwestedt;150102;;185576;EWRANT;;
2025-04-08;;TM Recycling;folia 50/50;3,206;399;0;399;1 279,19;17.04.2025;Ewrant;Hohenwestedt;150102;;185576;EWRANT;;
2025-04-08;;TM Recycling;paski PET;0,346;336;0;336;116,26;17.04.2025;Ewrant;Hohenwestedt;150102;;185576;EWRANT;;
2025-04-08;;TM Recycling;folia rolki kolor;5,903;445,2;0;445,2;2 628,02;17.04.2025;Ewrant;Hohenwestedt;150102;;185576;EWRANT;;
2025-04-08;;TM Recycling;folia kolor;0,738;4,2;0;4,2;3,1;17.04.2025;Ewrant;Hohenwestedt;150102;;185576;EWRANT;;
2025-04-08;;DEA Recykling;01.02;23,88;620;0;620;14 805,60;39/04/2025;Ewrant;Eisenhüttenstadt;150101;;EKO372441125173;EWRANT;;
2025-04-09;;Recyclog;01.04;24,261;798;1 250,00;746,48;19 360,28;18.04.2025;Ewrant;Schwedt;150101;25,7;600240329;EWRANT;;
2025-04-09;;Recyclog;01.04;;;;;0;;Ewrant;Schwedt;150101;;600240330;EWRANT;;
2025-04-09;;Recyclog;01.04;25,297;798;1 250,00;748,59;20 187,01;18.04.2025;Ewrant;Schwedt;150101;27,86;600241307;EWRANT;;
2025-04-14;;DS Smith;01.04;22,54;698;1 250,00;642,54;15 732,92;SBPI-0026256;Ewrant;Schwedt;150101;;DE1704398;EWRANT;;
2025-04-10;;Recyclog;01.04;21,61;798;1 250,00;740,16;17 244,78;18.04.2025;Ewrant;Schwedt;150101;22,44;600240331;EWRANT;;
2025-04-10;;Recyclog;01.04;;190;;;0;;;Schwedt;150101;;600241308;EWRANT;;
2025-04-10;;Recyclog;01.04;19,635;798;1 250,00;734,34;15 668,73;08.04.2025;Antra;Schwedt;150101;20,56;600241309;EWRANT;;
2025-04-11;;Recyclog;01.04;19,92;798;1 250,00;735,25;15 896,16;18.04.2025;Ewrant;Schwedt;150101;;600240334;EWRANT;;
2025-04-14;;Melosch Recycling;2.06 BELKA;23,28;777;0;777;18 088,56;09.04.2025;Antra;Lilla Edet;191201;;BV25021283;EWRANT;;
2025-04-14;;Recyclog;01.04;23,02;798;1 250,00;743,7;18 369,96;28.04.2025;Ewrant;Schwedt;150101;;600241376;EWRANT;;
2025-04-15;;DS Smith;01.04;27,7;698;1 250,00;652,87;19 334,60;SBPI-0026256;Ewrant;Schwedt;150101;;DE1704399;EWRANT;;
2025-04-15;;Recyclog;01.04;22,24;798;1 250,00;741,79;17 747,52;28.04.2025;Ewrant;Schwedt;150101;;600241377;EWRANT;;
2025-04-10;;EkoRecykling;01.04;;;;;0;;;Schwedt;150101;;600240890;EWRANT;;
2025-04-15;;Recyclog;01.04;23,24;798;1 250,00;744,21;18 545,52;28.04.2025;Ewrant;Schwedt;150101;;600242018;EWRANT;;
2025-04-16;;Recyclog;01.04;21,98;798;1 250,00;741,13;17 540,04;28.04.2025;Ewrant;Schwedt;150101;;600242019;EWRANT;;
2025-04-15;;DEA Recykling;01.02;22,176;620;0;620;13 749,12;39/04/2025;Ewrant;Eisenhüttenstadt;150101;;RLE1118878;EWRANT;;
2025-04-16;;Recyclog;01.04;19,26;798;1 250,00;733,1;15 369,48;10.04.2025;Antra;Schwedt;150101;;600242020;EWRANT;;
2025-04-16;;Recyclog;01.04;24,54;798;1 250,00;747,06;19 582,92;28.04.2025;Ewrant;Schwedt;150101;;600242021;EWRANT;;
2025-04-17;;EkoRecykling;01.04;19,734;600;0;600;11 840,40;29.04.2025;Ewrant;Schwedt;150101;20,24;600241982;EWRANT;;
2025-04-17;;Recyclog;1.11;18,68;882;1 250,00;815,08;16 475,76;10.04.2025;Antra;Schwedt;150101;;600241334;EWRANT;;
2025-04-22;;Recyclog;01.04;25,077;798;1 250,00;748,15;20 011,45;46/04/2025;Ewrant;Schwedt;150101;28,24;600242883;EWRANT;;
2025-04-22;;Recyclog;01.04;25,02;798;1 250,00;748,04;19 965,96;46/04/2025;Ewrant;Schwedt;150101;;600242384;EWRANT;;
2025-04-23;;Recyclog;01.04;;190;;;0;;;Schwedt;;;600242365;;;
2025-04-23;;Recyclog;01.04;26,19;798;1 250,00;750,27;20 899,62;46/04/2025;Ewrant;Schwedt;150101;27,14;600242383;EWRANT;;
2025-04-24;;Recyclog;3.18;21,28;1 974,00;2 400,00;1 861,22;42 006,72;11.04.2025;Antra;Spremberg;30308;;2025040767;EWRANT;;
2025-04-24;;Recyclog;01.04;21,334;798;1 250,00;739,41;17 024,53;46/04/2025;Ewrant;Schwedt;150101;22,94;600242375;EWRANT;;
2025-04-24;;DEA Recykling;01.02;24,84;620;0;620;15 400,80;52/04/2025;Ewrant;Eisenhüttenstadt;150101;;EKO37244 1121633;EWRANT;;
2025-04-24;;Recyclog;01.04;25,56;798;1 250,00;749,1;20 396,88;46/04/2025;Ewrant;Schwedt;150101;;600242385;EWRANT;;
2025-04-25;;Recyclog;01.06;19,64;1 092,00;1 250,00;1 028,35;21 446,88;11.04.2025;Antra;Schwedt;150101;;600242349;EWRANT;;
2025-04-25;;Recyclog;01.04;22,558;798;1 250,00;742,59;18 001,28;46/04/2025;Ewrant;Schwedt;150101;23,16;600242367;EWRANT;;
2025-04-25;;DS Smith;01.04;25,7;698;1 250,00;649,36;17 938,60;SBPI-0026256;Ewrant;Schwedt;150101;;DE1704404;EWRANT;;
2025-04-28;;Recyclog;01.04;21,109;798;1 250,00;738,78;16 844,98;50/04/2025;Ewrant;Schwedt;150101;21,54;600243391;EWRANT;;
2025-04-28;;Recyclog;03.05;19,5;1 386,00;0;1 386,00;27 027,00;13.04.2025;Antra;Glückstadt;191201;;20240416 TR.REC.;EWRANT;;
2025-04-28;;TM Recycling;kolorowe;1,441;4,2;0;4,2;6,05;54/04/2025;Ewrant;Hohenwestedt;150102;;187408;EWRANT;;
2025-04-28;;TM Recycling;folia 98/02;8,63;1 407,00;0;1 407,00;12 142,41;54/04/2025;Ewrant;Hohenwestedt;150102;;187408;EWRANT;;
2025-04-28;;TM Recycling;folia 80/20;0,576;613,2;0;613,2;353,2;54/04/2025;Ewrant;Hohenwestedt;150102;;187408;EWRANT;;
2025-04-28;;TM Recycling;folia 50/50;1,727;361,2;0;361,2;623,79;54/04/2025;Ewrant;Hohenwestedt;150102;;187408;EWRANT;;
2025-04-28;;TM Recycling;big bag;0,544;172,2;0;172,2;93,68;54/04/2025;Ewrant;Hohenwestedt;150102;;187408;EWRANT;;
2025-04-28;;TM Recycling;paski PET;0,238;298,2;0;298,2;70,97;54/04/2025;Ewrant;Hohenwestedt;150102;;187408;EWRANT;;
2025-04-28;;TM Recycling;folia rolki kolor;0,584;4,2;0;4,2;2,45;54/04/2025;Ewrant;Hohenwestedt;150102;;187408;EWRANT;;
2025-04-28;;DS Smith;01.04;0,019;;;;0;SBPI-0026256;Ewrant;Schwedt;150101;;DE1704403;;;
2025-04-29;;Recyclog;01.04;20,9;798;1 250,00;738,19;16 678,20;50/04/2025;Ewrant;Schwedt;150101;;600242368;EWRANT;;
2025-04-29;;Recyclog;01.04;19,54;798;1 250,00;734,03;15 592,92;50/04/2025;Ewrant;Schwedt;150101;20;600243403;EWRANT;;
2025-04-29;;DEA Recykling;01.02;23,9;620;0;620;14 818,00;52/04/2025;Ewrant;Eisenhüttenstadt;150101;;EKO37244 1121645;EWRANT;;
2025-04-30;;Recyclog;01.04;22,76;798;1 250,00;743,08;18 162,48;13.04.2025;Antra;Schwedt;150101;;600242384;EWRANT;;
2025-04-30;;Recyclog;01.04;23,791;798;1 250,00;745,46;18 985,22;13.04.2025;Antra;Schwedt;150101;24,86;600243409;EWRANT;;
2025-04-30;;DS Smith;01.04;17,48;698;1 250,00;626,49;12 201,04;SBPI-0026256;Ewrant;Schwedt;150101;;DE1704397;EWRANT;;
2025-04-30;;DS Smith;01.04;18,72;698;1 250,00;631,23;13 066,56;SBPI-0026256;Ewrant;Schwedt;150101;;DE1704396;EWRANT;;
2025-05-05;;Recyclog;1.11;16,92;945;1 200,00;874,08;15 989,40;FS 2/05/2025;Antra;Schwedt;150101;;600244232;Antra (niszczarnia);;
2025-05-06;;Recyclog;3.12;24,52;210;;210;5 149,20;FS 2/05/2025;Antra;Spremberg;150101;;2025050097;EWRANT;;
2025-05-06;;Recyclog;01.04;17,933;180;;180;3 227,94;FS 2/05/2025;Ewrant;Eisen;150101;22,14;1128772;EWRANT;;
2025-05-07;;Recyclog;01.04;18,43;180;;180;3 317,40;FS 2/05/2025;Ewrant;Eisen;150101;19;1128774;EWRANT;;
2025-05-07;;Recyclog;01.04;22,383;180;;180;4 028,94;FS 2/05/2025;Ewrant;Eisen;150101;22,84;1128812;EWRANT;;
2025-05-07;;Recyclog;03.05;23,16;1 470,00;0;1 470,00;34 045,20;FS 2/05/2025;Antra;Schwedt;30308;;600244619;EWRANT;;
2025-05-08;;Recyclog;01.04;21,299;180;;180;3 833,82;FS 2/05/2025;Ewrant;Eisen;150101;22,42;1128809;EWRANT;;
2025-05-08;;Recyclog;01.04;20,038;180;;180;3 606,84;FS 2/05/2025;Ewrant;Eisen;150101;21,78;1128811;EWRANT;;
2025-05-08;;Melosch Recycling;02.06;20,82;777;0;777;16 177,14;FS 4/05/2025;Antra;Lilla Edet;30308;;BV25028218;EWRANT;;
2025-05-12;;Recyclog;01.04;23,36;180;;180;4 204,80;11.05.2025;Ewrant;Eisen;150101;;1128807;EWRANT;;
2025-05-12;2025-05-09;Recyclog;01.04;22,82;190;;190;4 335,80;FS 5/05/2025;Antra;Schwedt;150101;;600244332;BISS;;
2025-05-13;;Recyclog;01.04;22,971;180;;180;4 134,78;11.05.2025;Ewrant;Eisen;150101;24,7;1128808;EWRANT;;
2025-05-13;;Recyclog;1.11;19,02;945;1 200,00;881,91;17 973,90;FS 5/05/2025;Antra;Schwedt;30308;;600245243;;;
